PRIMERPERIODO,T,ESTATUSALUMNO,TITULACION,PRV,PRM,PAA,CatPAA,PREPA,CatPrepa,LocalForanea,CIUDADPREPA,ESTADOPREPA,CodEstado,PROMPRE,CatPromPre,BECA,CREDITO,CATFIN,PROMSEM1,EDADING,CatEdad,SEXO,IdSexo,E,ECR2
2011,10,Egresado,Titulado,0,0,0,3,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,91,3,30,0,2,9.63,17.81,1,M,1,0,3
2011,12,Egresado,Titulado,596,483,1079,1,UNIVERSIDAD DE COLIMA BACHILLERATO TECNICO # 8  *9396,1,2,MANZANILLO,COLIMA,9,86,2,0,30,2,8.00,18.26,1,M,1,0,3
2011,9,Egresado,Titulado,622,689,1311,2,COLEGIO CERVANTES BACHILLERATO *290811,2,1,GUADALAJARA,JALISCO,15,81,2,0,40,2,8.50,18.71,1,M,1,0,3
2011,9,Egresado,Titulado,587,787,1374,2,COLEGIO CERVANTES BACHILLERATO *290811,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,9.00,18.38,1,M,1,0,3
2011,10,Egresado,Titulado,0,0,0,3,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL *10147,1,1,GUADALAJARA,JALISCO,15,94,3,20,40,2,9.75,19.45,2,M,1,0,3
2011,9,Egresado,Titulado,664,699,1363,2,"PREPARATORIA DEL SUR DE GUANAJUATO DE URIANGATO, GTO. *300811",2,2,URIANGATO,GUANAJUATO,12,90,3,10,0,2,9.63,18.53,1,F,2,0,3
2011,11,Egresado,Titulado,502,630,1132,1,COLEGIO ALTAMIRA *9684,2,1,ZAPOPAN,JALISCO,15,83,2,0,40,2,8.75,18.43,1,M,1,0,3
2011,11,Egresado,Titulado,519,640,1159,1,COLEGIO CERVANTES BACHILLERATO *290811,2,1,GUADALAJARA,JALISCO,15,80,2,25,30,2,9.13,18.51,1,F,2,0,3
2011,15,Activo,Pendiente,484,689,1173,1,INSTITUTO DE HUMANIDADES Y CIENCIAS DE GUADALAJARA *10097,2,1,GUADALAJARA,JALISCO,15,82,2,10,0,2,8.75,19.33,2,M,1,0,0
2011,4,Cambio de plan,Pendiente,789,732,1521,2,INSTITUTO INGLES HIDALGO *10094,2,1,GUADALAJARA,JALISCO,15,72,1,0,0,1,7.25,17.82,1,M,1,1,2
2011,4,Baja,Pendiente,633,631,1264,2,INSTITUTO INGLES HIDALGO *10094,2,1,GUADALAJARA,JALISCO,15,78,1,0,0,1,6.63,18.72,1,M,1,1,1
2011,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,94,3,0,0,1,9.63,18.69,1,M,1,0,3
2011,10,Egresado,Pendiente,716,710,1426,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,77,1,0,40,2,8.38,19.49,2,F,2,0,3
2011,10,Egresado,Titulado,487,721,1208,1,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,72,1,10,0,2,9.38,18.65,1,M,1,0,3
2011,13,Egresado,Titulado,706,665,1371,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,80,2,20,30,2,8.25,18.05,1,F,2,0,0
2011,10,Egresado,Titulado,0,0,0,3,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,94,3,10,0,2,9.50,17.92,1,M,1,0,3
2011,7,Egresado,Titulado,0,0,0,3,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS 226 * 10057,1,2,CIUDAD GUZMAN,JALISCO,15,99,3,50,30,2,9.25,17.82,1,M,1,0,3
2011,10,Egresado,Titulado,737,788,1525,2,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,97,3,26.66666667,0,2,9.50,17.78,1,M,1,0,3
2011,7,Egresado,Titulado,0,0,0,3,PREPARATORIA MEXICO *9555,2,2,CIUDAD GUZMAN,JALISCO,15,88,2,10,0,2,8.63,18.60,1,M,1,0,3
2011,9,Egresado,Titulado,0,0,0,3,CENTRO EDUCATIVO REGIONAL DE ATOTONILCO * 24545,2,2,ATOTONILCO EL ALTO,JALISCO,15,98,3,50,40,2,9.38,18.22,1,M,1,0,3
2011,1,Baja,Pendiente,630,611,1241,2,COLEGIO MEXICO NUEVO *9693,2,1,ZAPOPAN,JALISCO,15,80,2,0,0,1,9.13,18.82,1,M,1,1,1
2011,10,Egresado,Titulado,778,755,1533,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,95,3,50,0,2,9.75,18.91,1,M,1,0,3
2011,10,Baja,Pendiente,800,586,1386,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,83,2,40,30,2,8.63,18.80,1,M,1,1,1
2011,10,Egresado,Titulado,0,0,0,3,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,85,2,0,0,1,9.25,18.42,1,M,1,0,3
2011,9,Egresado,Titulado,519,575,1094,1,JOSE VASCONCELOS * 98774,2,2,ZAMORA DE HIDALGO,MICHOACAN,16,80,2,35,35,2,9.13,18.21,1,M,1,0,3
2011,9,Egresado,Titulado,527,581,1108,1,PREPARATORIA REGIONAL DE LA BARCA *10249,1,2,LA BARCA,JALISCO,15,98,3,30,35,2,9.25,18.45,1,M,1,0,3
2011,2,Cambio de plan,Pendiente,527,679,1206,1,CENTRO ESCOLAR DEL NOROESTE *10446,2,2,LOS MOCHIS,SINALOA,25,82,2,15,0,2,7.13,18.94,1,M,1,1,2
2011,4,Cambio de plan,Pendiente,726,643,1369,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,74,1,0,0,1,8.25,18.39,1,M,1,1,2
2011,13,Egresado,Titulado,695,620,1315,2,PLANTEL EDUCATIVO SUBIRE * 010911,2,1,ZAPOPAN,JALISCO,15,77,1,0,0,1,8.38,19.09,2,M,1,0,0
2011,10,Egresado,Titulado,727,728,1455,2,UNIVERSIDAD DE COLIMA BACHILLERATO TECNICO # 1  *9380,1,2,COLIMA,COLIMA,9,88,2,35,35,2,9.13,18.12,1,F,2,0,3
2011,11,Egresado,Titulado,674,575,1249,2,PREPARATORIA REGIONAL DE SAYULA *10264,1,2,SAYULA,JALISCO,15,81,2,10,0,2,8.25,18.45,1,M,1,0,3
2011,15,Activo,Pendiente,491,671,1162,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 9 *10193,1,1,GUADALAJARA,JALISCO,15,80,2,35,35,2,8.13,19.08,2,M,1,0,0
2011,2,Baja,Pendiente,695,407,1102,1,BACHILLERATO INTERAMERICANO IFIMAC *2910,2,1,ZAPOPAN,JALISCO,15,82,2,0,0,1,7.75,18.19,1,M,1,1,1
2011,10,Egresado,Titulado,622,774,1396,2,COLEGIO REGIS *10424,2,2,HERMOSILLO,SONORA,26,90,3,0,40,2,9.13,18.11,1,M,1,0,3
2011,9,Egresado,Titulado,647,748,1395,2,INSTITUTO MEXICO DE BAJA CALIFORNIA *69290,2,2,TIJUANA,BAJA CALIFORNIA,2,85,2,20,40,2,9.63,17.96,1,M,1,0,3
2011,9,Egresado,Titulado,692,715,1407,2,COLEGIO REGIS *10424,2,2,HERMOSILLO,SONORA,26,95,3,50,0,2,9.75,18.97,2,M,1,0,3
2011,9,Baja,Pendiente,612,620,1232,2,SILVIANO CARRILLO *9553,2,2,CIUDAD GUZMAN,JALISCO,15,80,2,0,0,1,7.43,19.67,2,M,1,1,1
2011,1,Baja,Pendiente,545,586,1131,1,INSTITUTO LA SALLE DE CHIHUAHUA *9347,2,2,CHIHUAHUA,CHIHUAHUA,6,92,3,0,0,1,5.00,18.47,1,M,1,1,1
2011,10,Egresado,Titulado,718,761,1479,2,UNIVERSIDAD LATINA DE AMERICA * 00655,2,2,MORELIA,MICHOACAN,16,84,2,10,0,2,9.25,17.85,1,M,1,0,3
2011,14,Egresado,Titulado,527,620,1147,1,BACHILLERATO INTERNACIONAL JEFFERSON * 98754,2,2,MORELIA,MICHOACAN,16,78,1,20,40,2,9.00,19.25,2,M,1,0,0
2011,15,Activo,Pendiente,596,669,1265,2,BACHILLERATO INTERNACIONAL JEFFERSON * 98754,2,2,MORELIA,MICHOACAN,16,82,2,40,35,2,8.50,18.52,1,M,1,0,0
2011,10,Egresado,Titulado,562,699,1261,2,COLEGIO IT CAMPUS SANTA ANITA * 36644,2,1,TLAJOMULCO DE ZUÑIGA,JALISCO,15,91,3,20,50,2,9.50,17.73,1,M,1,0,3
2011,10,Egresado,Titulado,529,530,1059,1,PROFESOR FRANCISCO ERRASQUIN GOMEZ * 060911,2,2,MINATITLAN,VERACRUZ,30,78,1,0,0,1,8.00,19.76,2,M,1,0,3
2011,8,Egresado,Titulado,741,699,0,3,COLEGIO CERVANTES BACHILLERATO *290811,2,1,GUADALAJARA,JALISCO,15,95,3,50,0,2,10.00,18.20,1,M,1,0,3
2011,14,Egresado,Pendiente,778,732,1510,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,82,2,20,40,2,9.25,18.52,1,M,1,0,0
2011,14,Egresado,Titulado,570,530,1100,1,PREPARATORIA ANAHUAC REVOLUCION *10191,2,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,8.38,19.39,2,M,1,0,0
2011,9,Baja,Pendiente,536,630,1166,1,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,85,2,40,35,2,8.75,19.63,2,F,2,1,1
2011,16,Baja,Pendiente,633,631,1264,2,SISTEMA EDUCATIVO NACIONAL *10345,1,2,COAHUILA,COAHUILA,8,77,1,0,0,1,7.00,22.23,3,M,1,0,0
2011,7,Baja,Pendiente,716,676,1392,2,UNIVERSIDAD AUTONOMA DE GUADALAJARA AC,2,1,GUADALAJARA,JALISCO,15,78,1,0,0,1,7.63,19.64,2,M,1,1,1
2011,10,Egresado,Pendiente,0,0,0,3,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL *10147,1,1,GUADALAJARA,JALISCO,15,93,3,50,25,2,9.75,19.10,2,F,2,0,3
2011,10,Egresado,Titulado,643,687,1330,2,BACHILLERATO DE LA UNIVERSIDAD DEL VALLE DE ATEMAJAC *10090,2,1,GUADALAJARA,JALISCO,15,89,2,20,30,2,9.13,18.70,1,M,1,0,3
2011,13,Baja,Pendiente,747,732,1479,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,77,1,0,30,2,7.86,19.72,2,M,1,0,0
2011,16,Activo,Pendiente,778,721,1499,2,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 9 *10193,1,1,GUADALAJARA,JALISCO,15,78,1,50,30,2,8.25,18.83,1,M,1,0,0
2011,11,Egresado,Titulado,664,654,1318,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,8.13,20.09,2,M,1,0,3
2011,13,Baja,Pendiente,560,631,1191,1,PREPARATORIA MEXICO *9555,2,2,CIUDAD GUZMAN,JALISCO,15,82,2,0,0,1,7.88,17.73,1,M,1,0,0
2011,16,Activo,Pendiente,0,0,0,3,COLEGIO ALEMAN DE GUADALAJARA *10064,2,1,ZAPOPAN,JALISCO,15,92,3,0,20,2,8.63,20.24,2,M,1,0,0
2011,13,Egresado,Titulado,716,609,1325,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,65,1,0,0,1,8.00,20.16,2,M,1,0,0
2011,15,Activo,Pendiente,503,502,1005,1,PREPARATORIA REGIONAL DE TECOLOTLAN *10265,1,2,TECOLOTLAN,JALISCO,15,85,2,50,35,2,8.13,19.17,2,M,1,0,0
2011,5,Baja,Pendiente,622,699,1321,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,7.38,19.99,2,M,1,1,1
2011,15,Activo,Pendiente,800,799,1599,2,COLEGIO PATRIA *9988,2,2,TUXPAM,VERACRUZ,30,76,1,30,35,2,7.57,19.41,2,M,1,0,0
2011,1,Baja,Pendiente,778,553,1331,2,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA NORTE *65704,2,1,ZAPOPAN,JALISCO,15,81,2,0,0,1,5.88,18.78,1,M,1,1,1
2011,4,Baja,Pendiente,548,512,1060,1,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,88,2,10,0,2,8.63,19.44,2,M,1,1,1
